"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"v_1058";"v_872";"v_877";"v_878";"v_879";"v_85";"v_451";"v_870";"v_873";"v_874";"v_1135";"v_876";"v_1046";"v_1035";"v_1056";"v_1057";"v_1053";"v_1060";"v_1061";"v_1062";"v_1063";"v_1064";"v_1065";"v_1066";"v_1067";"v_1068";"v_1069";"v_1070";"v_1071";"v_1072";"v_1073";"v_1074";"v_1075";"v_1076";"v_1077";"v_1078";"v_1079";"v_1080";"v_1081";"v_1082";"v_1085";"v_1086";"v_1087";"v_1088";"v_1089";"v_1090";"v_1091";"v_1092";"v_1093";"v_1094";"v_1095";"v_1096";"v_1097";"v_1098";"v_1099";"v_1100";"v_1101";"v_1102";"v_1103";"v_1104";"v_1105";"v_1106";"v_1107";"v_1108";"v_1109";"v_1110";"v_1111";"v_1112";"v_1113";"v_1114";"v_1115";"v_1116";"v_1117";"v_1118";"v_1119";"v_1120";"v_1121";"v_1122";"v_1123";"v_1124";"v_1125";"v_1126";"v_1127";"v_1128";"v_1129";"v_1130";"v_1131";"v_1132";"v_1133";"v_1134";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4384348";"rts4384349";"rts4384394";"rts4384468";"rts4384469";"rts4384897";"rts4385026";"rts4385055";"rts4385159";"rts4385550";"rts4385552"
"178";"0";"0";"31";"4384395";"-77";"575";"97";"1";"6";"6";"1997";"2";"Elektroniker";"1";"2";"1";"0";"1";"2";"2";"1";"call of duty ";"-66";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4384469,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"fcb5af39e358e6e52355706703b64c73";"1";"0";"1447177440";"2015-11-10 17:44:00";"2015-11-10 17:53:35";"0000-00-00 00:00:00";"9";"99";"575";"265";"460";"139";"136";"0";"382";"514";"574"
"179";"0";"0";"31";"4384395";"-77";"363";"98";"1";"12";"3";"1993";"2";"Kaufmann";"1";"1";"1";"2";"1";"2";"2";"2";"Fifa 16";"-66";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"21054d426dd67853a7f14c99ef73a5b6";"1";"0";"1447177468";"2015-11-10 17:44:28";"2015-11-10 17:50:31";"0000-00-00 00:00:00";"7";"51";"363";"142";"241";"74";"71";"0";"196";"290";"354"
"180";"0";"0";"31";"4384395";"-77";"512";"99";"2";"12";"6";"1997";"3";"Elektronikerin EFZ";"1";"2";"1";"3";"1";"1";"1";"2";"temle run";"Blockflöte";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"ea0134a6ee1957bf60dfb0e72985ed6b";"1";"0";"1447177470";"2015-11-10 17:44:30";"2015-11-10 17:53:02";"0000-00-00 00:00:00";"10";"78";"512";"224";"355";"145";"106";"117";"292";"430";"504"
"181";"0";"0";"31";"4384395";"-77";"410";"95";"2";"2";"2";"1994";"3";"FaBe K";"1";"2";"2";"0";"2";"2";"-77";"-77";"-66";"-66";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"605dd67b35ec29af90fa3f070a38580e";"1";"0";"1447260806";"2015-11-11 16:53:26";"2015-11-11 17:00:16";"0000-00-00 00:00:00";"15";"70";"410";"139";"268";"72";"0";"0";"212";"322";"399"
"182";"0";"0";"31";"4384395";"-77";"446";"102";"2";"5";"9";"1996";"7";"Kauffrau";"1";"2";"1";"0";"1";"1";"3";"2";"Jassen";"Saxophon";"1";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"534ff7c13b4d7f9f415ecb10ff8fdf03";"1";"0";"1447260815";"2015-11-11 16:53:35";"2015-11-11 17:01:01";"0000-00-00 00:00:00";"22";"70";"446";"173";"299";"119";"104";"111";"237";"358";"443"
"183";"0";"0";"31";"4384395";"-77";"5165";"106";"2";"11";"12";"1992";"7";"Fachfrau Gesundheit und Med.Masseur Ausb";"1";"1";"2";"0";"2";"1";"-77";"-77";"-66";"Cornet";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4385159,4385159,4385159,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"451385574c924d8b07cdc3e6a7e54c14";"1";"0";"1447350027";"2015-11-12 17:40:27";"2015-11-12 19:06:33";"0000-00-00 00:00:00";"4618";"4741";"5166";"4860";"5028";"4779";"0";"4748";"4962";"5088";"5162"
"185";"0";"0";"22";"4384394";"-77";"4732";"105";"2";"1";"1";"1993";"2";"Kauffrau";"1";"1";"1";"1";"1";"1";"1";"2";"Solitär";"Blockflöte";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"0";"0";"-77";"-77";"6de87bb7b1f08098d545e127cac7fd5f";"1";"0";"1447350237";"2015-11-12 17:43:57";"2015-11-12 19:03:58";"0000-00-00 00:00:00";"4374";"4436";"0";"4545";"4670";"4489";"4477";"4487";"4610";"4733";"4801"
"186";"0";"0";"31";"4384395";"-77";"4732";"103";"2";"15";"1";"1993";"3";"Informatikerin";"1";"1";"2";"3";"1";"1";"2";"1";"Alice - Madness Returns";"Querflöte";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384348,4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"b79894c1370f79eefaafa988ad435ab2";"1";"0";"1447350262";"2015-11-12 17:44:22";"2015-11-12 19:03:14";"0000-00-00 00:00:00";"4384";"4420";"4732";"4499";"4600";"4453";"4444";"4451";"4550";"4649";"4708"
"187";"0";"0";"22";"4384394";"-77";"4582";"108";"2";"26";"10";"1995";"2";"Primarschullehrer MST";"1";"2";"2";"0";"1";"1";"2";"1";"Halo 4";"Klavier";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"1";"0";"0";"-77";"-77";"02b73550d0ab0eb2a615abbc960c0087";"1";"0";"1447350274";"2015-11-12 17:44:34";"2015-11-12 19:01:38";"0000-00-00 00:00:00";"4335";"4404";"0";"4479";"4546";"4442";"4431";"4436";"4514";"4582";"4624"
"188";"0";"0";"31";"4384395";"-77";"4945";"107";"1";"13";"12";"1984";"7";"Kundendienstleiter";"1";"2";"2";"8";"2";"2";"-77";"-77";"-66";"-66";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"dfc97a6b4e7d32746dbf0d244b7ded7c";"1";"0";"1447350312";"2015-11-12 17:45:12";"2015-11-12 19:07:37";"0000-00-00 00:00:00";"4312";"4429";"4945";"4534";"4753";"4455";"0";"0";"4674";"4834";"4921"
"189";"0";"0";"31";"4384395";"-77";"4589";"104";"2";"14";"6";"1991";"3";"Kauffrau Reisebüro";"2";"1";"1";"0";"2";"2";"-77";"-77";"-66";"-66";"2";"1";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"a4c999711c5cc8c6d5479abeb3eb3df7";"1";"0";"1447350316";"2015-11-12 17:45:16";"2015-11-12 19:01:45";"0000-00-00 00:00:00";"4288";"4332";"4589";"4392";"4488";"4334";"0";"0";"4443";"4527";"4586"
"190";"0";"0";"31";"4384395";"-77";"558";"109";"1";"15";"7";"1995";"3";"Zimmermann";"1";"1";"2";"1";"2";"1";"-77";"-77";"-66";"Trompete";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"733e767970024a9f5bdadb050f5503de";"1";"0";"1447419928";"2015-11-13 13:05:28";"2015-11-13 13:14:46";"0000-00-00 00:00:00";"51";"128";"558";"225";"388";"162";"0";"138";"317";"465";"552"
"191";"0";"0";"31";"4384395";"-77";"557";"110";"2";"14";"3";"1996";"3";"Technik";"1";"1";"2";"1";"2";"1";"-77";"-77";"-66";"Keyboard";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"56dfb09822374f680d7dccba5049d0c1";"1";"0";"1447419944";"2015-11-13 13:05:44";"2015-11-13 13:15:01";"0000-00-00 00:00:00";"20";"115";"557";"214";"376";"147";"0";"124";"307";"447";"552"
"192";"0";"0";"31";"4384395";"-77";"5493";"12";"2";"27";"8";"1991";"2";"Laborantin Biologie";"1";"1";"2";"< 1";"1";"1";"1";"1";"Yazee";"Blockföte, Klavier";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"08ef7a9413dd4d24bdf4e5bfae4332f6";"1";"0";"1447433386";"2015-11-13 16:49:46";"2015-11-13 18:21:19";"0000-00-00 00:00:00";"4888";"4972";"5493";"5150";"5304";"5057";"5005";"5020";"5235";"5380";"5469"
"193";"0";"0";"31";"4384395";"-77";"5270";"111";"2";"4";"6";"1994";"3";"Biologie Laborantin";"1";"2";"2";"2";"2";"1";"-77";"-77";"-66";"Klavier ";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"4df662aca0a6d0e174c992c553b0b76b";"1";"0";"1447433437";"2015-11-13 16:50:37";"2015-11-13 18:18:27";"0000-00-00 00:00:00";"4803";"4885";"5270";"4966";"5124";"4892";"0";"4891";"5053";"5181";"5266"
"194";"0";"0";"31";"4384395";"-77";"486";"113";"1";"13";"3";"1992";"2";"Biologielaborant";"1";"2";"2";"1";"1";"1";"3";"1";"Assassins Creed Syndicate";"Klavier";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"02c07ac55e5acddc8f4afe945892064f";"1";"0";"1447438203";"2015-11-13 18:10:03";"2015-11-13 18:18:09";"0000-00-00 00:00:00";"32";"95";"486";"214";"336";"150";"125";"132";"291";"383";"450"
"195";"0";"0";"31";"4384395";"-77";"448";"114";"2";"21";"11";"1994";"5";"Psychologie";"1";"1";"1";"0";"1";"1";"2";"2";"Sacred";"Klarinette, Klavier";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"e52ad0eb317efff3f2e328125e4e27dc";"1";"0";"1447667673";"2015-11-16 09:54:33";"2015-11-16 10:02:01";"0000-00-00 00:00:00";"31";"80";"448";"199";"305";"129";"102";"113";"262";"348";"407"
"196";"0";"0";"31";"4384395";"-77";"426";"115";"2";"4";"6";"1994";"5";"Psychologie";"1";"1";"2";"1";"2";"1";"-77";"-77";"-66";"Gitarre";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4384469,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"3be0d460c0dfd7caa712fdd0e0d8e3ca";"1";"0";"1447667688";"2015-11-16 09:54:48";"2015-11-16 10:01:54";"0000-00-00 00:00:00";"17";"68";"426";"165";"300";"99";"0";"76";"239";"351";"419"
"198";"0";"0";"31";"4384395";"-77";"4741";"117";"2";"2";"8";"1995";"3";"Kauffrau";"1";"1";"2";"4";"2";"2";"-77";"-77";"-66";"-66";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"9c621bf4e65955918bbdc2d3d2b28f96";"1";"0";"1447779270";"2015-11-17 16:54:30";"2015-11-17 18:13:31";"0000-00-00 00:00:00";"4304";"4358";"4741";"4451";"4587";"4370";"0";"0";"4522";"4648";"4729"
"199";"0";"0";"31";"4384395";"-77";"4678";"118";"2";"28";"7";"1995";"3";"Kauffmännische Ausbildung";"1";"1";"1";"0";"1";"1";"1";"2";"Memorado & Peak";"Klavier";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"a5f79956f415a9b3bfafcdcb3c785c08";"1";"0";"1447779376";"2015-11-17 16:56:16";"2015-11-17 18:14:14";"0000-00-00 00:00:00";"4199";"4264";"4678";"4388";"4522";"4307";"4294";"4302";"4469";"4577";"4654"
"200";"0";"0";"31";"4384395";"-77";"539";"116";"2";"3";"12";"1996";"3";"Kauffrau";"1";"1";"1";"2";"2";"1";"-77";"-77";"-66";"Flöte";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"9a935575240527e061a7f25bbb80da41";"1";"0";"1447783553";"2015-11-17 18:05:53";"2015-11-17 18:14:52";"0000-00-00 00:00:00";"24";"119";"539";"212";"378";"148";"0";"130";"303";"451";"536"
